_id,year,examType,name,region,council,ward,ownership,institutionType,confidenceLevel,comments,division_one_females,division_one_males,division_one_total,division_two_females,division_two_males,division_two_total,division_three_females,division_three_males,division_three_total,division_four_females,division_four_males,division_four_total,division_zero_females,division_zero_males,division_zero_total,posted_date
6846e62feb366ee3e425ae47,2009,ACSEE,AZANIA,Dar es Salaam,Dar es Salaam CC,Upanga Magharibi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,34,34,0,67,67,0,115,115,0,40,40,0,32,32,2009-07-14 00:00:00
6846e62feb366ee3e425ae48,2009,ACSEE,BIHAWANA,Dodoma,Dodoma CC,Mbabala,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,0,12,12,0,66,66,0,19,19,0,5,5,2009-07-14 00:00:00
6846e62feb366ee3e425ae49,2009,ACSEE,BWIRU BOYS,Mwanza,Ilemela MC,Pasiansi,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,9,9,0,8,8,0,39,39,0,9,9,0,8,8,2009-07-14 00:00:00
6846e62feb366ee3e425ae4a,2009,ACSEE,DUNGUNYI SEMINARY,Singida,Ikungi,Dung'unyi,Non-Government,School,97,"Confidence level is desired to be above 90%, anything below that is less reliable",0,3,3,0,4,4,0,4,4,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae4b,2009,ACSEE,LUTHERAN JUNIOR SE,Kilimanjaro,Moshi,Mamba Kusini,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",13,19,32,9,12,21,19,16,35,2,3,5,2,1,3,2009-07-14 00:00:00
6846e62feb366ee3e425ae4c,2009,ACSEE,IFUNDA,Mbeya,Busokelo,Lufilyo,Government,School,92,"Confidence level is desired to be above 90%, anything below that is less reliable",0,5,5,3,8,11,54,68,122,32,23,55,12,10,22,2009-07-14 00:00:00
6846e62feb366ee3e425ae4d,2009,ACSEE,IHUNGO,Kagera,Bukoba MC,Nshambya,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,6,6,0,13,13,0,56,56,0,14,14,0,6,6,2009-07-14 00:00:00
6846e62feb366ee3e425ae4e,2009,ACSEE,ILBORU,Arusha,Arusha,Moivo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,87,87,0,38,38,0,35,35,0,2,2,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae4f,2009,ACSEE,ITAGA SEMINARY,Tabora,Tabora MC,Misha,Non-Government,School,93,"Confidence level is desired to be above 90%, anything below that is less reliable",0,3,3,0,7,7,0,11,11,0,2,2,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae50,2009,ACSEE,IYUNGA,Mbeya,Mbeya CC,Iwambi,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,15,15,0,17,17,0,101,101,0,30,30,0,8,8,2009-07-14 00:00:00
6846e62feb366ee3e425ae51,2009,ACSEE,MAFINGA SEMINARY,Iringa,Mafinga TC,Changarawe,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,12,12,0,17,17,0,10,10,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae52,2009,ACSEE,KAENGESA SEMINARY,Dar es Salaam,Ubungo MC,Kibamba,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae53,2009,ACSEE,KAHORORO,Kagera,Bukoba MC,Kashai,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,8,8,0,12,12,0,19,19,0,1,1,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae54,2009,ACSEE,KANTALAMBA,Rukwa,Sumbawanga MC,Chanji,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,37,37,0,27,27,0,36,36,0,4,4,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae55,2009,ACSEE,KASITA SEMINARY,Morogoro,Ulanga,Uponera,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,2,2,0,3,3,0,10,10,0,1,1,0,1,1,2009-07-14 00:00:00
6846e62feb366ee3e425ae56,2009,ACSEE,KATOKE SEMINARY,Dar es Salaam,Ubungo MC,Kibamba,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae57,2009,ACSEE,KIBAHA,Pwani,Kibaha TC,Tumbi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,90,90,0,57,57,0,28,28,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae58,2009,ACSEE,KIGONSERA,Ruvuma,Mbinga,Kigonsera,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,16,16,0,33,33,0,79,79,0,11,11,0,4,4,2009-07-14 00:00:00
6846e62feb366ee3e425ae59,2009,ACSEE,ST. JAMES SEMINARY,Kilimanjaro,Moshi,Kilema Kusini,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,12,12,0,4,4,0,1,1,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae5a,2009,ACSEE,KWIRO,Morogoro,Ulanga,Vigoi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,23,23,0,42,42,0,73,73,0,25,25,0,8,8,2009-07-14 00:00:00
6846e62feb366ee3e425ae5b,2009,ACSEE,LIKONDE SEMINARY,Ruvuma,Mbinga,Mkako,Non-Government,School,94,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,0,0,0,0,4,4,0,3,3,0,1,1,2009-07-14 00:00:00
6846e62feb366ee3e425ae5c,2009,ACSEE,LYAMUNGO,Kilimanjaro,Hai,Machame Mashariki,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,28,28,0,36,36,0,45,45,0,2,2,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae5d,2009,ACSEE,MALANGALI,Iringa,Mufindi,Malangali,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,97,97,0,40,40,0,41,41,0,2,2,0,1,1,2009-07-14 00:00:00
6846e62feb366ee3e425ae5e,2009,ACSEE,MARA,Mara,Musoma MC,Nyamatare,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,5,5,0,7,7,0,14,14,0,3,3,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae5f,2009,ACSEE,MAUA SEMINARY,Kilimanjaro,Moshi,Kilema Kaskazini,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,16,16,0,12,12,0,2,2,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae60,2009,ACSEE,MILAMBO,Tabora,Tabora MC,Chemchem,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,32,32,0,64,64,0,214,214,0,49,49,0,26,26,2009-07-14 00:00:00
6846e62feb366ee3e425ae61,2009,ACSEE,MINAKI,Pwani,Kisarawe,Kisarawe,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,34,34,0,73,73,0,179,179,0,49,49,0,19,19,2009-07-14 00:00:00
6846e62feb366ee3e425ae62,2009,ACSEE,MOSHI,Kilimanjaro,Moshi MC,Mfumuni,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,31,31,0,39,39,0,103,103,0,20,20,0,8,8,2009-07-14 00:00:00
6846e62feb366ee3e425ae63,2009,ACSEE,MOSHI TECHNICAL,Kilimanjaro,Moshi MC,Karanga,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,6,6,0,12,12,0,69,69,0,17,17,0,15,15,2009-07-14 00:00:00
6846e62feb366ee3e425ae64,2009,ACSEE,MUSOMA,Mara,Butiama,Nyankanga,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,17,17,0,48,48,0,96,96,0,23,23,0,9,9,2009-07-14 00:00:00
6846e62feb366ee3e425ae65,2009,ACSEE,MPWAPWA,Dodoma,Mpwapwa,Mpwapwa Mjini,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",7,20,27,12,25,37,23,22,45,3,0,3,1,0,1,2009-07-14 00:00:00
6846e62feb366ee3e425ae66,2009,ACSEE,MTWARA TECHNICAL,Mtwara,Mtwara Mikindani MC,Shangani,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,2,2,0,7,7,10,20,30,5,12,17,7,5,12,2009-07-14 00:00:00
6846e62feb366ee3e425ae67,2009,ACSEE,MZUMBE,Morogoro,Mvomero,Mzumbe,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,73,73,0,40,40,0,18,18,0,2,2,0,1,1,2009-07-14 00:00:00
6846e62feb366ee3e425ae68,2009,ACSEE,GALANOS,Tanga,Tanga CC,Nguvumali,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,28,28,0,69,69,0,112,112,0,15,15,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae69,2009,ACSEE,NJOMBE,Njombe,Njombe TC,Mjimwema,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,80,80,0,125,125,0,177,177,0,32,32,0,16,16,2009-07-14 00:00:00
6846e62feb366ee3e425ae6a,2009,ACSEE,NSUMBA,Mwanza,Mwanza CC,Luchelele,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,48,48,0,78,78,0,53,53,0,4,4,0,2,2,2009-07-14 00:00:00
6846e62feb366ee3e425ae6b,2009,ACSEE,NYAKATO,Kagera,Bukoba,Nyakato,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,2,2,0,16,16,0,26,26,0,9,9,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae6c,2009,ACSEE,NYEGEZI SEMINARY,Mwanza,Mwanza CC,Luchelele,Non-Government,School,94,"Confidence level is desired to be above 90%, anything below that is less reliable",0,6,6,0,10,10,0,11,11,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae6d,2009,ACSEE,PUGU,Dar es Salaam,Dar es Salaam CC,Pugu,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,36,36,0,63,63,0,148,148,0,29,29,0,17,17,2009-07-14 00:00:00
6846e62feb366ee3e425ae6e,2009,ACSEE,RUNGWE,Mbeya,Rungwe,Kiwira,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,8,8,0,29,29,0,64,64,0,19,19,0,6,6,2009-07-14 00:00:00
6846e62feb366ee3e425ae6f,2009,ACSEE,SAME,Kilimanjaro,Same,Stesheni,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,16,16,0,31,31,0,91,91,0,35,35,0,19,19,2009-07-14 00:00:00
6846e62feb366ee3e425ae70,2009,ACSEE,SENGEREMA,Mwanza,Sengerema,Mwabaluhi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,5,5,0,21,21,0,97,97,0,29,29,0,13,13,2009-07-14 00:00:00
6846e62feb366ee3e425ae71,2009,ACSEE,SHINYANGA,Shinyanga,Kishapu,Mwadui Lohumbo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,9,9,0,22,22,0,71,71,0,25,25,0,8,8,2009-07-14 00:00:00
6846e62feb366ee3e425ae72,2009,ACSEE,SONGEA BOYS,Ruvuma,Songea MC,Seedfarm,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,34,34,0,58,58,0,105,105,0,20,20,0,7,7,2009-07-14 00:00:00
6846e62feb366ee3e425ae73,2009,ACSEE,ST. PETER'S SEMINA,Dar es Salaam,Ubungo MC,Kibamba,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,5,5,0,9,9,0,2,2,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae74,2009,ACSEE,TABORA BOYS,Tabora,Tabora MC,Kitete,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,67,67,0,39,39,0,30,30,0,1,1,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae75,2009,ACSEE,TANGA,Lindi,Kilwa,Masoko,Government,School,91,"Confidence level is desired to be above 90%, anything below that is less reliable",0,14,14,0,37,37,0,140,140,0,43,43,0,20,20,2009-07-14 00:00:00
6846e62feb366ee3e425ae76,2009,ACSEE,TOSAMAGANGA,Iringa,Iringa,Kalenga,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,33,33,0,67,67,0,166,166,0,28,28,0,13,13,2009-07-14 00:00:00
6846e62feb366ee3e425ae77,2009,ACSEE,UMBWE,Kilimanjaro,Moshi,Kibosho Magharibi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,31,31,0,78,78,0,78,78,0,6,6,0,2,2,2009-07-14 00:00:00
6846e62feb366ee3e425ae78,2009,ACSEE,MUSLIM COLLEGE,Kagera,Missenyi,Kanyigo,Non-Government,School,86,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,2,3,5,63,34,97,45,9,54,31,23,54,2009-07-14 00:00:00
6846e62feb366ee3e425ae79,2009,ACSEE,USA SEMINARY,Arusha,Meru,Usariver,Non-Government,School,92,"Confidence level is desired to be above 90%, anything below that is less reliable",0,12,12,0,8,8,0,3,3,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae7a,2009,ACSEE,URU SEMINARY,Kilimanjaro,Moshi,Uru Kusini,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,14,14,0,9,9,0,3,3,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae7b,2009,ACSEE,KIDUGALA LUTHERAN,Njombe,Wanging'ombe,Kidugala,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",16,10,26,8,12,20,10,21,31,2,5,7,1,1,2,2009-07-14 00:00:00
6846e62feb366ee3e425ae7c,2009,ACSEE,SANU SEMINARY,Manyara,Mbulu TC,Endagikot,Non-Government,School,92,"Confidence level is desired to be above 90%, anything below that is less reliable",0,12,12,0,20,20,0,20,20,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae7d,2009,ACSEE,ARUSHA CATHOLIC SEMINARY,Arusha,Arusha,Oldonyowas,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,3,3,0,4,4,0,2,2,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae7e,2009,ACSEE,CONSOLATA SEMINARY,Iringa,Mafinga TC,Changarawe,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,4,4,0,9,9,0,12,12,0,1,1,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae7f,2009,ACSEE,SALESIAN SEMINARY,Dodoma,Dodoma CC,Miyuji,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,2,2,1,12,13,10,15,25,2,3,5,0,1,1,2009-07-14 00:00:00
6846e62feb366ee3e425ae80,2009,ACSEE,LUSANGI MORAVIAN J,Tabora,Sikonge,Misheni,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",5,4,9,13,11,24,34,50,84,0,2,2,0,1,1,2009-07-14 00:00:00
6846e62feb366ee3e425ae81,2009,ACSEE,MANOW LUTHERAN JUN,Kilimanjaro,Moshi,Mamba Kusini,Non-Government,School,86,"Confidence level is desired to be above 90%, anything below that is less reliable",3,0,3,3,0,3,4,4,8,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae82,2009,ACSEE,ST. MARY'S SEMINAR,Dar es Salaam,Ubungo MC,Kibamba,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae83,2009,ACSEE,ST. FRANCIS DESALE,Arusha,Ngorongoro,Sale,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",1,8,9,0,10,10,0,5,5,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae84,2009,ACSEE,KISARAWE LUTHERAN,Pwani,Kisarawe,Kazimzumbwi,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",1,1,2,6,9,15,3,10,13,0,1,1,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae85,2009,ACSEE,AL-FAROUQ SEMINARY,Dar es Salaam,Ubungo MC,Kibamba,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,0,1,1,0,13,13,0,3,3,0,1,1,2009-07-14 00:00:00
6846e62feb366ee3e425ae86,2009,ACSEE,AGAPE LUTHERAN J S,Dar es Salaam,Ubungo MC,Mbezi,Non-Government,School,86,"Confidence level is desired to be above 90%, anything below that is less reliable",2,5,7,9,4,13,5,5,10,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae87,2009,ACSEE,KIRINJIKO ISLAMIC SEMINARY,Kilimanjaro,Same,Mwembe,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",1,0,1,3,1,4,1,2,3,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae88,2009,ACSEE,FEZA BOYS',Dar es Salaam,Kinondoni MC,Kunduchi,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,35,35,0,21,21,0,18,18,0,4,4,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae89,2009,ACSEE,ST. JOSEPH-KILOCHA,Njombe,Njombe TC,Ihanga,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,9,9,0,8,8,0,3,3,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae8a,2009,ACSEE,ASHIRA,Kilimanjaro,Moshi,Marangu Mashariki,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",20,0,20,43,0,43,75,0,75,6,0,6,2,0,2,2009-07-14 00:00:00
6846e62feb366ee3e425ae8b,2009,ACSEE,BWIRU GIRLS,Mwanza,Ilemela MC,Pasiansi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",17,0,17,24,0,24,57,0,57,10,0,10,4,0,4,2009-07-14 00:00:00
6846e62feb366ee3e425ae8c,2009,ACSEE,IRINGA,Iringa,Iringa MC,Gangilonga,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",44,0,44,60,0,60,80,0,80,13,0,13,2,0,2,2009-07-14 00:00:00
6846e62feb366ee3e425ae8d,2009,ACSEE,JANGWANI,Dar es Salaam,Dar es Salaam CC,Upanga Magharibi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",10,0,10,25,0,25,70,0,70,28,0,28,13,0,13,2009-07-14 00:00:00
6846e62feb366ee3e425ae8e,2009,ACSEE,KIBOSHO GIRLS,Kilimanjaro,Moshi,Kibosho Mashariki,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",35,0,35,7,0,7,5,0,5,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae8f,2009,ACSEE,KILAKALA,Morogoro,Morogoro MC,Kilakala,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",38,0,38,47,0,47,57,0,57,6,0,6,2,0,2,2009-07-14 00:00:00
6846e62feb366ee3e425ae90,2009,ACSEE,KIRAENI,Kilimanjaro,Rombo,Kirwa Keni,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",28,0,28,15,0,15,9,0,9,1,0,1,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae91,2009,ACSEE,KOROGWE,Rukwa,Nkasi,Korongwe,Government,School,93,"Confidence level is desired to be above 90%, anything below that is less reliable",21,0,21,36,0,36,75,0,75,20,0,20,6,0,6,2009-07-14 00:00:00
6846e62feb366ee3e425ae92,2009,ACSEE,BIGWA SISTERS,Dodoma,Dodoma CC,Kikombo,Non-Government,School,86,"Confidence level is desired to be above 90%, anything below that is less reliable",4,0,4,9,0,9,15,0,15,1,0,1,1,0,1,2009-07-14 00:00:00
6846e62feb366ee3e425ae93,2009,ACSEE,LOLEZA,Mbeya,Mbeya CC,Ghana,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",60,0,60,78,0,78,142,0,142,24,0,24,12,0,12,2009-07-14 00:00:00
6846e62feb366ee3e425ae94,2009,ACSEE,MACHAME,Kilimanjaro,Hai,Machame Kaskazini,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",23,0,23,38,0,38,77,0,77,15,0,15,3,0,3,2009-07-14 00:00:00
6846e62feb366ee3e425ae95,2009,ACSEE,MASASI GIRLS,Mtwara,Masasi TC,Migongo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",7,0,7,14,0,14,10,0,10,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae96,2009,ACSEE,MSALATO,Dodoma,Dodoma CC,Msalato,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",27,0,27,25,0,25,62,0,62,9,0,9,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae97,2009,ACSEE,MTWARA GIRLS,Mtwara,Mtwara Mikindani MC,Mtawanya,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,0,1,18,0,18,44,0,44,17,0,17,7,0,7,2009-07-14 00:00:00
6846e62feb366ee3e425ae98,2009,ACSEE,NGANZA,Mwanza,Mwanza CC,Mkolani,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",25,0,25,82,0,82,183,0,183,43,0,43,17,0,17,2009-07-14 00:00:00
6846e62feb366ee3e425ae99,2009,ACSEE,PERAMIHO,Pwani,Chalinze,Pera,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,10,0,10,14,0,14,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425ae9a,2009,ACSEE,RUGAMBWA,Kagera,Bukoba MC,Kitendaguro,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",8,0,8,14,0,14,55,0,55,21,0,21,17,0,17,2009-07-14 00:00:00
6846e62feb366ee3e425ae9b,2009,ACSEE,SONGEA GIRLS,Ruvuma,Songea MC,Mjini,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",24,0,24,55,0,55,130,0,130,45,0,45,19,0,19,2009-07-14 00:00:00
6846e62feb366ee3e425ae9c,2009,ACSEE,TABORA GIRLS,Tabora,Tabora MC,Ng'ambo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",20,0,20,18,0,18,35,0,35,3,0,3,1,0,1,2009-07-14 00:00:00
6846e62feb366ee3e425ae9d,2009,ACSEE,WERUWERU,Kilimanjaro,Moshi,Kindi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",15,0,15,73,0,73,130,0,130,16,0,16,8,0,8,2009-07-14 00:00:00
6846e62feb366ee3e425ae9e,2009,ACSEE,ZANAKI,Dar es Salaam,Dar es Salaam CC,Upanga Mashariki,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",6,0,6,34,0,34,81,0,81,23,0,23,6,0,6,2009-07-14 00:00:00
6846e62feb366ee3e425ae9f,2009,ACSEE,MASAMA,Kilimanjaro,Hai,Masama Mashariki,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",17,0,17,7,0,7,0,0,0,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425aea0,2009,ACSEE,KIFUNGILO,Tanga,Lushoto,Gare,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",19,0,19,29,0,29,11,0,11,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425aea1,2009,ACSEE,MASWA,Simiyu,Maswa,Sukuma,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,0,0,0,25,0,25,18,0,18,14,0,14,2009-07-14 00:00:00
6846e62feb366ee3e425aea2,2009,ACSEE,MPANDA GIRLS,Katavi,Mpanda MC,Misunkumilo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",6,0,6,22,0,22,26,0,26,3,0,3,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425aea3,2009,ACSEE,KONDOA,Dar es Salaam,Kinondoni MC,Kunduchi,Government,School,91,"Confidence level is desired to be above 90%, anything below that is less reliable",12,0,12,32,0,32,143,0,143,52,0,52,15,0,15,2009-07-14 00:00:00
6846e62feb366ee3e425aea4,2009,ACSEE,KIBONDO,Kigoma,Kibondo,Biturana,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",13,0,13,26,0,26,38,0,38,6,0,6,1,0,1,2009-07-14 00:00:00
6846e62feb366ee3e425aea5,2009,ACSEE,HEKIMA,Kigoma,Kasulu TC,Msambara,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,0,0,0,5,0,5,3,0,3,1,0,1,2009-07-14 00:00:00
6846e62feb366ee3e425aea6,2009,ACSEE,ST. MARY'S MAZINDE,Tanga,Lushoto,Magamba,Non-Government,School,95,"Confidence level is desired to be above 90%, anything below that is less reliable",23,0,23,25,0,25,30,0,30,4,0,4,2,0,2,2009-07-14 00:00:00
6846e62feb366ee3e425aea7,2009,ACSEE,KILIMANJARO ACADEMY,Kilimanjaro,Moshi MC,Soweto,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,6,0,6,9,0,9,4,0,4,1,0,1,2009-07-14 00:00:00
6846e62feb366ee3e425aea8,2009,ACSEE,MRUMA GIRLS,Kilimanjaro,Mwanga,Msangeni,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,3,3,3,7,10,11,17,28,2,2,4,2,0,2,2009-07-14 00:00:00
6846e62feb366ee3e425aea9,2009,ACSEE,KOWAK GIRLS',Mara,Rorya,Nyathorogo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,5,0,5,40,0,40,12,0,12,4,0,4,2009-07-14 00:00:00
6846e62feb366ee3e425aeaa,2009,ACSEE,PALLOTI GIRLS,Singida,Ikungi,Siuyu,Non-Government,School,96,"Confidence level is desired to be above 90%, anything below that is less reliable",8,0,8,9,0,9,15,0,15,1,0,1,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425aeab,2009,ACSEE,MAASAE GIRLS LUTHE,Arusha,Monduli,Engutoto,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,3,0,3,9,0,9,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425aeac,2009,ACSEE,MABAMBA GIRLS,Kigoma,Kibondo,Mabamba,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",15,0,15,9,0,9,9,0,9,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425aead,2009,ACSEE,MARIAN GIRLS,Pwani,Bagamoyo,Kisutu,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",64,0,64,26,0,26,15,0,15,0,0,0,0,0,0,2009-07-14 00:00:00
6846e62feb366ee3e425aeae,2009,ACSEE,LORETO GIRLS,Mwanza,Ilemela MC,Nyakato,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",13,0,13,16,0,16,20,0,20,1,0,1,0,0,0,2009-07-14 00:00:00
